Name,Year,Score,Genre,Language,Budget,Revenue,Profit,Budget_2024,Revenue_2024,Profit_2024
The Ring Two,2005,57.0,"Drama,Horror,Thriller", English,50000000.0,161941727.0,111941727.0,73116999.48796724,236813863.4027906,163696863.91482335
Why Him?,2016,64.0,Comedy, English,38000000.0,117425156.0,79425156.0,45217889.478223555,139729413.8413463,94511524.36312275
Poison Ivy,1992,54.0,"Thriller,Drama", English,3000000.0,1829804.0,-1170196.0,6106806.8424804,3724753.195866002,-2382053.646614398
Good Boys,2019,69.0,Comedy, English,20000000.0,111174248.0,91174248.0,22342044.223314833,124192998.26548852,101850954.0421737
Unleashed,2005,69.0,"Action,Crime", English,45000000.0,50871113.0,5871113.0,65805299.53917051,74390862.86346647,8585563.324295957
Wish Upon,2017,56.0,"Horror,Thriller,Fantasy", English,12000000.0,23477345.0,11477345.0,13981478.459530026,27353999.450371247,13372520.990841221
Freedom Writers,2007,79.0,"Crime,Drama", English,21000000.0,43632609.0,22632609.0,28925615.64950661,60100003.70091443,31174388.051407818
The Strangers: Prey at Night,2018,56.0,Horror, English,5000000.0,32144262.0,27144262.0,5686719.207349855,36559078.42429721,30872359.216947358
Devil,2010,61.0,"Horror,Mystery,Thriller", English,10000000.0,63354114.0,53354114.0,13097323.623289432,82976933.39247717,69879609.76918773
Jarhead 3: The Siege,2016,63.0,"War,Action,Drama", English,167000000.0,486643416.8,319643416.8,198720724.81219298,579078637.793881,380357912.9816881
The Bone Collector,1999,68.0,"Drama,Mystery,Thriller,Crime", English,48000000.0,151463090.0,103463090.0,82284273.7094838,259646465.71758708,177362192.00810328
Halloween: The Curse of Michael Myers,1995,52.0,"Horror,Thriller", English,5000000.0,15126948.0,10126948.0,9369914.69816273,28347642.480708662,18977727.78254593
Mirrors,2008,62.0,"Horror,Mystery,Thriller,Drama,Fantasy", English,35000000.0,77220596.0,42220596.0,46426779.9333962,102431531.90907699,56004751.97568079
The Descent,2006,70.0,"Adventure,Horror", English,7000000.0,57051053.0,50051053.0,9916493.055555558,80820910.12666172,70904417.07110617
EuroTrip,2004,65.0,Comedy, English,25000000.0,20796847.0,-4203153.0,37797114.875595555,31442432.60436739,-6354682.2712281635
Curious George,2006,64.0,"Adventure,Animation,Comedy,Family", English,50000000.0,71052604.0,21052604.0,70832093.25396827,100656093.44930556,29824000.195337307
Booksmart,2019,70.0,Comedy, English,6000000.0,24948141.0,18948141.0,6702613.266994449,27869623.475574695,21167010.208580244
Speed 2: Cruise Control,1997,46.0,"Action,Adventure,Thriller", English,110000000.0,150468000.0,40468000.0,195734890.96573213,267743977.94392526,72009086.97819316
Dragons: Dawn Of The Dragon Racers,2014,72.0,"Animation,Family,Adventure,Comedy,Fantasy", English,115140000.0,381739104.4,266599104.4,138903285.93876725,460524717.49593645,321621431.5571692
Red Corner,1997,62.0,"Crime,Drama,Thriller", English,48000000.0,22420000.0,-25580000.0,85411588.78504674,39894329.595015585,-45517259.19003116
Molly's Game,2018,71.0,"Drama,Crime", English,30000000.0,59284015.0,29284015.0,34120315.24409913,67426309.35786338,33305994.113764253
Million Dollar Baby,2005,80.0,Drama, English,30000000.0,231928227.0,201928227.0,43870199.692780346,339157921.096083,295287721.40330267
Punisher: War Zone,2008,58.0,"Action,Crime", English,35000000.0,10157534.0,-24842466.0,46426779.9333962,13473759.876685416,-32953020.05671078
Fences,2017,69.0,Drama, English,24000000.0,64282881.0,40282881.0,27962956.91906005,74897476.334836,46934519.41577595
Ultimate Avengers: The Movie,2006,68.0,"Action,Animation,Family,Adventure,Science Fiction", English,57104639.8,6700000.0,-50404639.8,80896823.43095735,9491500.496031748,-71405322.9349256
Science Fiction Volume One: The Osiris Child,2017,55.0,Science Fiction, English,88400000.0,235364405.4,146964405.4,102996891.31853786,274228530.3533494,171231639.03481153
The Strange Thing About the Johnsons,2011,70.0,"Drama,Comedy", English,98000000.0,381840101.6,283840101.6,124426222.22024639,484805319.73758227,360379097.5173359
Deadpool: No Good Deed,2017,72.0,"Action,Comedy,Crime", English,86000000.0,634448192.8,548448192.8,100200595.62663186,739210311.776746,639009716.1501142
Nerve,2016,71.0,"Mystery,Adventure,Crime", English,20000000.0,85583945.0,65583945.0,23798889.199065026,101840141.21369377,78041252.01462874
Hot Fuzz,2007,75.0,"Crime,Action,Comedy", English,16000000.0,80976736.0,64976736.0,22038564.30438599,111538187.7184555,89499623.4140695
Skiptrace,2016,56.0,"Action,Comedy,Thriller,Mystery", English,32000000.0,58500000.0,26500000.0,38078222.71850404,69611750.9072652,31533528.18876116
The Kingdom,2007,67.0,"Thriller,Action,Drama", English,72500000.0,86802457.0,14302457.0,99862244.50424902,119562595.64832498,19700351.14407597
The Dukes of Hazzard,2005,55.0,"Comedy,Adventure,Action", English,53000000.0,109848461.0,56848461.0,77504019.45724528,160635797.33381978,83131777.87657452
Hugo,2012,72.0,"Adventure,Drama,Family", English,180000000.0,180047784.0,47784.0,223904370.3232663,223963809.47010812,59439.14684181643
Diary of a Wimpy Kid: Dog Days,2012,63.0,"Comedy,Family", English,22000000.0,77229695.0,55229695.0,27366089.706176993,96067034.60684949,68700944.9006725
Olaf's Frozen Adventure,2017,64.0,"Animation,Family,Adventure,Comedy,Fantasy", English,146600000.0,336800768.8,190200768.8,170807061.84725848,392414391.1775294,221607329.33027092
Doom,2005,51.0,"Action,Horror,Science Fiction", English,70000000.0,58757178.0,-11242822.0,102363799.28315413,85922971.074808,-16440828.208346136
James and the Giant Peach,1997,65.0,"Adventure,Animation,Family,Fantasy", English,38000000.0,28946127.0,-9053873.0,67617507.78816201,51506972.83841122,-16110534.949750781
Torque,2004,52.0,Action, English,40000000.0,46176322.0,6176322.0,60475383.80095289,69813269.8866596,9337886.085706724
Trial by Fire,2019,68.0,"Drama,Crime", English,54200004.0,130000.0,-54070004.0,60546944.31359204,145223.2874515464,-60401721.026140496
Get Rich or Die Tryin',2005,68.0,"Drama,Crime,Music", English,40000000.0,46666955.0,6666955.0,58493599.59037379,68242954.4967998,9749354.906426013
Euphoria,2019,64.0,Drama, English,80400000.0,411716817.2,331316817.2,89815017.77772562,459929766.8682414,370114749.0905158
Sabotage,2014,56.0,"Action,Drama,Thriller,Crime", English,35000000.0,18376443.0,-16623557.0,42223510.57718303,22169083.868042886,-20054426.70914014
The Guardian,2006,71.0,"Action,Adventure,Drama", English,70000000.0,94973540.0,24973540.0,99164930.55555557,134543492.8387897,35378562.283234134
Pitch Perfect,2012,73.0,"Comedy,Music,Romance", English,17000000.0,116044347.0,99044347.0,21146523.863864042,144349091.35894233,123202567.49507828
Les Misérables,2012,73.0,"History,Drama", English,65000000.0,438420442.0,373420442.0,80854355.95006838,545356961.1269895,464502605.176921
The Hunt for Red October,1990,74.0,"Action,Adventure,Thriller", English,30000000.0,200500000.0,170500000.0,65553557.76587607,438116277.7352717,372562719.96939564
Snakes on a Plane,2006,54.0,"Action,Crime,Thriller,Horror", English,33000000.0,62020814.0,29020814.0,46749181.54761905,87861281.61870041,41112100.071081355
Paul Blart: Mall Cop,2009,54.0,"Action,Adventure,Comedy,Family", English,26000000.0,185904750.0,159904750.0,34611605.45733371,247479302.29400992,212867696.8366762
The Legend of Zorro,2005,61.0,"Action,Adventure,Western", English,80000000.0,141475336.0,61475336.0,116987199.18074758,206885041.39743987,89897842.21669228
Ninja: Shadow of a Tear,2013,65.0,"Action,Crime,Thriller", English,122800000.0,377993107.0,255193107.0,150547379.9885816,463402865.73773277,312855485.7491512
"O Brother, Where Art Thou?",2000,73.0,"Adventure,Comedy,Crime", English,26000000.0,75763814.0,49763814.0,43121196.283391416,125654857.4873984,82533661.20400698
Ooops! Noah Is Gone...,2015,63.0,"Animation,Adventure,Comedy,Family", English,6000000.0,769028.0,-5230972.0,7229734.576000879,926644.7202521339,-6303089.855748745
Meet the Parents,2000,67.0,"Comedy,Romance", English,55000000.0,330425040.0,275425040.0,91217915.21486646,548012423.3379792,456794508.12311274
Resident Evil: Apocalypse,2004,63.0,"Horror,Action,Science Fiction", English,50000000.0,125168734.0,75168734.0,75594229.75119111,189240680.7132345,113646450.96204342
Zombie Wars,2007,41.0,Horror, English,118800000.0,162020273.4,43220273.400000006,163636339.96006596,223168388.37125617,59532048.41119021
Melancholia,2011,72.0,"Drama,Science Fiction", English,9400000.0,21817298.0,12417298.0,11934760.090513429,27700448.665238135,15765688.574724704
Mars Needs Moms,2011,61.0,"Adventure,Animation,Family", English,150000000.0,39549758.0,-110450242.0,190448299.31670365,50214560.9965813,-140233738.32012236
Goal!,2006,67.0,Drama, English,10000000.0,27610873.0,17610873.0,14166418.650793653,39114718.62318949,24948299.972395837
Lie with Me,2005,51.0,Drama, English,2200000.0,3269690.6,1069690.6,3217147.9774705586,4781399.318520226,1564251.3410496674
Barbie in 'A Christmas Carol',2008,71.0,"Animation,Family", English,27642400.0,4496912.0,-23145488.0,36667074.90374032,5965061.25153853,-30702013.652201783
Hairspray,2007,67.0,"Comedy,Romance,Drama", English,75000000.0,202822861.0,127822861.0,103305770.17680933,279370291.5342526,176064521.35744324
Sex Drive,2008,63.0,"Comedy,Adventure,Romance", English,19000000.0,10412485.0,-8587515.0,25203109.106700793,13811947.132993968,-11391161.973706825
Austin Powers: International Man of Mystery,1997,65.0,"Science Fiction,Comedy,Crime", English,18000000.0,67683989.0,49683989.0,32029345.79439253,120437438.24582556,88408092.45143303
Marauders,2016,58.0,"Action,Crime,Thriller", English,15000000.0,58328054.2,43328054.2,17849166.899298772,69407144.95514297,51557978.05584421
The World Is Not Enough,1999,63.0,"Adventure,Action,Thriller", English,135000000.0,361832400.0,226832400.0,231424519.8079232,620273254.9699881,388848735.1620649
Marley & Me,2009,72.0,"Comedy,Family", English,60000000.0,247812011.0,187812011.0,79872935.6707701,329891213.55078614,250018277.88001606
Halloween,2007,62.0,Horror, English,15000000.0,77514401.0,62514401.0,20661154.035361864,106769131.93465385,86107977.89929199
Animal Crackers,2018,63.0,"Comedy,Animation,Adventure", English,86600000.0,597825126.0,511225126.0,98493976.67129949,679932725.3321095,581438748.66081
Bastille Day,2016,63.0,Action, English,20000000.0,14397593.0,-5602407.0,23798889.199065026,17132336.02701171,-6666553.172053315
Transcendence,2014,60.0,"Thriller,Science Fiction,Drama,Mystery", English,100000000.0,103039258.0,3039258.0,120638601.64909437,124305120.0008026,3666518.3517082324
The Girl with All the Gifts,2017,65.0,"Drama,Horror,Thriller,Science Fiction", English,5005600.0,172698181.6,167692581.6,5832140.714751959,201214658.83670038,195382518.12194842
The Hurricane Heist,2018,57.0,"Action,Crime,Thriller", English,40000000.0,33222314.0,-6777686.0,45493753.65879884,37785194.2272816,-7708559.431517242
Patch Adams,1999,73.0,"Comedy,Drama", English,50000000.0,202173000.0,152173000.0,85712785.11404563,346576218.09723896,260863432.9831933
Tremors 3: Back to Perfection,2001,58.0,"Action,Comedy,Horror,Science Fiction,Thriller", English,6000000.0,52604374.8,46604374.8,9675719.932241673,84830866.29591192,75155146.36367024
Mowgli: Legend of the Jungle,2018,65.0,"Adventure,Drama", English,175000000.0,20267371.6,-154732628.4,199035172.25724494,23050970.272043396,-175984201.98520154
Little Fockers,2010,56.0,"Comedy,Romance", English,100000000.0,310650574.0,210650574.0,130973236.23289432,406869110.1438622,275895873.9109679
Marmaduke,2010,53.0,"Family,Comedy", English,50000000.0,89895930.0,39895930.0,65486618.11644716,117739608.76265731,52252990.64621016
Sinister 2,2015,59.0,Horror, English,10000000.0,54104225.0,44104225.0,12049557.626668131,65193197.69837185,53143640.071703725
City of Angels,1998,68.0,"Romance,Drama,Fantasy", English,55000000.0,198750909.0,143750909.0,96366411.04294479,348234759.8518712,251868348.8089264
Cloud Atlas,2013,69.0,"Drama,Science Fiction", English,102000000.0,130673154.0,28673154.0,125047498.03611827,160199519.2959645,35152021.25984624
Universal Soldier,1992,63.0,"Thriller,Action,Science Fiction,Crime", English,23000000.0,183476938.8,160476938.8,46818852.4590164,373486075.1003992,326667222.6413828
Revolutionary Road,2008,70.0,"Drama,Romance", English,45000000.0,79604820.0,34604820.0,59691574.20008083,105594155.99364617,45902581.793565355
Atonement,2007,77.0,"Drama,Romance", English,30000000.0,129779728.0,99779728.0,41322308.07072373,178759930.0583577,137437621.98763394
Sliver,1993,54.0,"Drama,Thriller", English,40000000.0,116300000.0,76300000.0,79057439.44636679,229859505.19031146,150802065.74394464
Dark Skies,2013,63.0,"Science Fiction,Thriller,Horror", English,3500000.0,27704111.0,24204111.0,4290845.520847196,33964017.312401004,29673171.79155381
Inherent Vice,2015,66.0,"Drama,Mystery,Comedy", English,20000000.0,14744495.0,-5255505.0,24099115.253336262,17766464.21786201,-6332651.035474249
The Wicker Man,2006,43.0,"Horror,Mystery,Thriller", English,40000000.0,38805380.0,-1194620.0,56665674.60317461,54973325.8983135,-1692348.7048611115
Date Movie,2006,42.0,"Comedy,Romance", English,20000000.0,85146165.0,65146165.0,28332837.301587306,120621621.98995538,92288784.68836807
The Spy Next Door,2010,59.0,"Action,Comedy,Family", English,28000000.0,46752858.0,18752858.0,36672506.14521041,61233731.15396963,24561225.00875922
The Vow,2012,72.0,"Drama,Romance", English,30000000.0,197618160.0,167618160.0,37317395.05387772,245819831.5513472,208502436.49746946
Scooby-Doo! Pirates Ahoy!,2006,76.0,"Fantasy,Animation,Comedy,Family,Mystery,Adventure", English,169000000.0,833102553.0,664102553.0,239412475.19841275,1180207954.4843009,940795479.2858881
An American Tail: Fievel Goes West,1991,63.0,"Adventure,Animation,Family,Western", English,55048225.8,40766041.0,-14282184.799999995,115429501.08187225,85481479.29071221,-29948021.791160055
Unforgettable,2017,59.0,"Drama,Thriller", English,18000000.0,2483790.0,-15516210.0,20972217.68929504,2893921.365249674,-18078296.324045368
Michael Jackson: The Life of an Icon,2011,78.0,Documentary, English,101700000.0,716719914.2,615019914.2,129123946.93672508,909987258.3053584,780863311.3686334
Faster,2011,63.0,"Crime,Drama,Action,Thriller", English,24000000.0,35792945.0,11792945.0,30471727.890672583,45444703.35190874,14972975.461236158
1408,2007,67.0,"Horror,Mystery", English,22500000.0,131263370.0,108763370.0,30991731.0530428,180803513.78471318,149811782.73167038
Into the Blue,2005,59.0,"Action,Thriller,Adventure,Crime", English,50000000.0,41982227.0,-8017773.0,73116999.48796724,61392289.40125449,-11724710.086712752
Get Smart,2008,62.0,"Action,Comedy,Thriller", English,80000000.0,226739416.0,146739416.0,106118354.13347702,300765170.53882205,194646816.40534505
Tag,2018,67.0,"Comedy,Action", English,28000000.0,77024944.0,49024944.0,31845627.56115919,87603845.69796939,55758218.136810206
American Made,2017,68.0,"Action,Comedy,Crime,Drama,Thriller", English,50000000.0,135569212.0,85569212.0,58256160.24804178,157954834.77945498,99698674.53141318
X,2011,65.0,"Action,Thriller,Romance", English,1000000.0,15113105.0,14113105.0,1269655.3287780243,19188434.297631804,17918778.96885378
King Arthur,2004,63.0,"Adventure,War,History,Action", English,90000000.0,203653524.0,113653524.0,136069613.552144,307900625.6579143,171831012.10577026
Day of Reckoning,2016,44.0,"Science Fiction,Horror,Action", English,74100000.0,852389639.0,778289639.0,88174884.48253593,1014296328.6496019,926121444.167066
Mamma Mia! Here We Go Again,2018,71.0,"Comedy,Romance", English,75000000.0,395044706.0,320044706.0,85300788.11024782,449301663.4744153,364000875.3641675
Uncle Drew,2018,67.0,Comedy, English,18000000.0,46594261.0,28594261.0,20472189.14645948,52993695.79619446,32521506.649734974
Happy Gilmore,1996,66.0,Comedy, English,10000000.0,41004412.0,31004412.0,18202358.18992989,74637699.45914596,56435341.26921606
Trainwreck,2015,58.0,"Comedy,Romance", English,35000000.0,141123897.0,106123897.0,42173451.693338454,170048052.94014776,127874601.24680932
Flightplan,2005,64.0,"Thriller,Drama,Mystery", English,55000000.0,214392904.0,159392904.0,80428699.43676396,313515317.03983617,233086617.60307223
Machete Kills,2013,56.0,"Action,Crime,Thriller", English,20000000.0,18273009.0,-1726991.0,24519117.261983972,22401902.520014424,-2117214.741969548
Footloose,2011,66.0,"Drama,Music,Romance", English,24000000.0,62989834.0,38989834.0,30471727.890672583,79975378.39694318,49503650.506270595
Days of Thunder,1990,63.0,"Adventure,Action,Drama", English,60000000.0,157670733.0,97670733.0,131107115.53175214,344529250.12345076,213422134.5916986
Adore,2013,61.0,Drama, English,16000000.0,1575749.0,-14424251.0,19615293.80958718,1931798.7253226992,-17683495.08426448
I Now Pronounce You Chuck & Larry,2007,60.0,"Comedy,Romance", English,85000000.0,187134117.0,102134117.0,117079872.86705057,257760454.44056195,140680581.5735114
Scared Shrekless,2010,65.0,"Animation,Comedy,Family", English,98000000.0,393840228.6,295840228.6,128353771.50823644,515825292.984449,387471521.4762126
The Animatrix,2003,72.0,"Animation,Science Fiction", English,5000000.0,121345628.6,116345628.6,7760733.695652175,188346221.73922282,180585488.04357067
Wild Wild West,2000,53.0,"Action,Adventure,Comedy,Science Fiction,Western", English,175000000.0,221229335.0,46229335.0,290238821.1382114,366910522.23765975,76671701.09944834
Darkest Hour,2018,74.0,"Drama,History", English,30000000.0,150807630.0,120807630.0,34120315.24409913,171520129.22718206,137399813.98308292
The Man with the Iron Heart,2018,66.0,"War,Action,History,Thriller", English,32679734.0,4412639.0,-28267095.0,37168094.205776826,5018687.791280212,-32149406.41449661
The Marine 5: Battleground,2017,64.0,Action, English,67800000.0,348256501.8,280456501.8,78995353.29634465,405761731.525665,326766378.22932035
Exposed,2016,49.0,"Drama,Crime,Thriller,Mystery", English,3500017.4,1787926.0,-1712091.4,4164826.314869983,2127532.638506377,-2037293.676363606
Girls Trip,2017,68.0,Comedy, English,28000000.0,140886353.0,112886353.0,32623449.738903396,164149959.14260364,131526509.40370023
Gran Torino,2009,80.0,Drama, English,25000000.0,274543085.0,249543085.0,33280389.86282087,365476036.1176627,332195646.25484186
The Thirteenth Floor,1999,70.0,"Thriller,Science Fiction,Mystery", English,16000000.0,11810854.0,-4189146.0,27428091.2364946,20246823.818307325,-7181267.4181872755
Behind Enemy Lines,2002,63.0,"Action,Drama,Thriller,War", English,40000000.0,58855732.0,18855732.0,63500833.79655365,93434701.3926626,29933867.59610895
"I, Frankenstein",2014,53.0,"Horror,Thriller", English,65000000.0,74575290.0,9575290.0,78415091.07191133,89966587.03175691,11551495.959845569
The Rover,2014,63.0,"Crime,Drama", English,8500000.0,3180252.0,-5319748.0,10254281.140173022,3836611.5417173565,-6417669.598455665
Scooby-Doo! Camp Scare,2010,80.0,"Animation,Comedy,Family,Mystery", English,109400000.0,1090154232.0,980754232.0,143284720.4387864,1427810277.5802548,1284525557.1414685
TMNT,2007,61.0,"Adventure,Animation,Comedy,Family", English,35000000.0,96096018.0,61096018.0,48209359.41584435,132363642.0055271,84154282.58968274
Die Another Day,2002,60.0,"Adventure,Action,Thriller", English,142000000.0,431942139.0,289942139.0,225427959.97776544,685717149.4591718,460289189.4814064
Return to Never Land,2002,65.0,"Adventure,Fantasy,Animation,Family", English,20000000.0,109862682.0,89862682.0,31750416.898276825,174409297.75314066,142658880.85486382
Snow White: A Tale of Terror,1997,60.0,"Fantasy,Horror", English,26000000.0,25798931.2,-201068.80000000077,46264610.59190032,45906827.140585676,-357783.4513146432
The Farm,2019,53.0,Horror, English,95000000.0,338365977.2,243365977.2,106124710.06074545,377989381.3133769,271864671.2526314
Valkyrie,2009,69.0,"Drama,Thriller,History,War", English,90000000.0,203932174.0,113932174.0,119809403.50615513,271477690.2517049,151668286.74554974
No Half Measures: Creating the Final Season of Breaking Bad,2013,85.0,Documentary, English,139800000.0,1075683451.4,935883451.4,171388629.66126797,1318740434.082612,1147351804.421344
I Still Know What You Did Last Summer,1998,53.0,"Horror,Mystery,Thriller", English,24000000.0,40020622.0,16020622.0,42050797.546012275,70120794.72447854,28069997.17846626
Scooby-Doo! The Mystery Begins,2009,64.0,"Mystery,Comedy,Fantasy", English,105600000.0,358697830.6,253097830.6,140576366.78055534,477504145.8126431,336927779.03208774
Addams Family Reunion,1998,48.0,"Family,Comedy,Fantasy,TV Movie", English,148800000.0,948498291.2,799698291.2,260714944.78527611,1661879567.3329082,1401164622.5476322
Fathers and Daughters,2016,72.0,Drama, English,2240000.0,74063742.6,71823742.6,2665475.590295283,88131740.19027361,85466264.59997833
Paranormal Activity: The Ghost Dimension,2015,53.0,"Horror,Thriller", English,10000000.0,77959374.0,67959374.0,12049557.626668131,93937596.95519732,81888039.32852918
Notorious,2009,69.0,"Music,Drama,History", English,19000000.0,44972183.0,25972183.0,25293096.29574386,59867671.328885004,34574575.03314114
Scent of a Woman,1993,78.0,Drama, English,31000000.0,134095253.0,103095253.0,61269515.570934266,265030683.60231838,203761168.0313841
Lethal Weapon 4,1998,66.0,"Action,Adventure,Comedy,Crime,Thriller", English,140000000.0,285400000.0,145400000.0,245296319.01840493,500054067.48466265,254757748.4662577
Suspiria,2018,69.0,"Fantasy,Horror,Thriller,Drama", English,20000000.0,8075343.0,-11924657.0,22746876.82939942,9184441.62880764,-13562435.20059178
Gremlins 2: The New Batch,1990,64.0,"Comedy,Horror,Fantasy", English,50000000.0,41476097.0,-8523903.0,109255929.60979344,90630190.68641931,-18625738.923374142
The Escort,2015,60.0,"Drama,Comedy,Romance", English,158000000.0,315279503.4,157279503.39999998,190383010.50135645,379897854.47256106,189514843.97120458
The One,2001,61.0,"Action,Science Fiction,Thriller", English,49000000.0,72689126.0,23689126.0,79018379.44664033,117219937.54923773,38201558.10259741
We Are Your Friends,2015,67.0,"Drama,Music,Romance,Comedy", English,2000000.0,10153415.0,8153415.0,2409911.525333626,12234415.91499766,9824504.389664033
Beowulf,2007,59.0,"Adventure,Action,Animation", English,150000000.0,195080579.0,45080579.0,206611540.35361865,268705992.80177194,62094452.44815329
The Loft,2015,64.0,Thriller, English,14000000.0,10076790.0,-3923210.0,16869380.67733538,12142086.179683315,-4727294.497652068
Monster-in-Law,2005,62.0,"Romance,Comedy", English,45000000.0,155931301.0,110931301.0,65805299.53917051,228024577.1075013,162219277.5683308
Isle of Dogs,2018,79.0,"Adventure,Comedy,Animation", English,62770198.0,64337744.0,1567546.0,71391298.12315069,73174136.91247158,1782838.7893208873
Justice League: Crisis on Two Earths,2010,73.0,"Action,Adventure,Animation,Science Fiction", English,76000000.0,488364590.2,412364590.2,99539659.53699969,639626908.4004523,540087248.8634526
Thelma & Louise,1991,76.0,"Drama,Thriller,Crime,Adventure", English,16000000.0,45361000.0,29361000.0,33550073.421439067,95116555.0293686,61566481.60792953
Lake Placid,1999,59.0,"Horror,Comedy,Action,Science Fiction,Thriller", English,27000000.0,31770413.0,4770413.0,46284903.96158464,54462611.64906964,8177707.687484995
The Haunting in Connecticut 2: Ghosts of Georgia,2013,59.0,"Horror,Drama,Thriller", English,9000000.0,46207499.4,37207499.4,11033602.767892787,56648354.8085827,45614752.040689915
Antichrist,2009,67.0,"Drama,Horror,Thriller", English,11000000.0,791867.0,-10208133.0,14643371.539641183,1054145.699180095,-13589225.840461088
Frequency,2000,72.0,"Science Fiction,Thriller", English,31000000.0,68079671.0,37079671.0,51413734.03019746,112910648.31152731,61496914.28132986
Batman vs Teenage Mutant Ninja Turtles,2019,72.0,"Animation,Action,Family", English,129000000.0,545992467.0,416992467.0,144106185.24038067,609929392.1655382,465823206.92515755
Justice League: The New Frontier,2008,68.0,"Action,Adventure,Animation,Science Fiction,Family", English,3500000.0,5231128.0,1731128.0,4642677.99333962,6938983.670269342,2296305.6769297225
How to Lose a Guy in 10 Days,2003,67.0,"Comedy,Romance", English,50000000.0,178503788.0,128503788.0,77607336.95652175,277064072.46663046,199456735.5101087
Big Momma's House,2000,58.0,"Crime,Comedy", English,33000000.0,173559438.0,140559438.0,54730749.12891987,287849638.1858886,233118889.0569687
The Cobbler,2014,58.0,"Fantasy,Comedy,Drama", English,176800000.0,744477889.0,567677889.0,213289047.71559885,898127714.876297,684838667.160698
Accepted,2006,64.0,Comedy, English,23000000.0,38505009.0,15505009.0,32582762.896825403,54547807.76465774,21965044.867832344
Planet 51,2009,58.0,"Animation,Family,Comedy,Science Fiction,Adventure", English,60000000.0,108996113.0,48996113.0,79872935.6707701,145097325.36688313,65224389.696113035
Shark Night 3D,2011,49.0,"Thriller,Horror", English,25000000.0,18877153.0,-6122847.0,31741383.219450608,23967477.89860807,-7773905.32084254
Zebra Lounge,2001,39.0,Thriller, English,102000000.0,813941432.2,711941432.2,164487238.84810844,1312578223.2024791,1148090984.3543706
Gangs of New York,2003,73.0,"Drama,History,Crime", English,97000000.0,183124621.0,86124621.0,150558233.6956522,284236283.33964676,133678049.64399457
Starsky & Hutch,2004,58.0,"Comedy,Crime", English,60000000.0,170200225.0,110200225.0,90713075.70142934,257323098.24708843,166610022.5456591
Hustlers,2019,65.0,"Drama,Comedy,Crime", English,20700000.0,150467919.0,129767919.0,23124015.771130852,168088045.0244077,144964029.25327685
The X Files,1998,68.0,"Mystery,Science Fiction,Thriller", English,66000000.0,189198313.0,123198313.0,115639693.25153376,331497498.16708595,215857804.91555217
The Pink Panther,2006,58.0,"Comedy,Mystery,Crime,Adventure,Family", English,80000000.0,158926474.0,78926474.0,113331349.20634922,225141896.53784725,111810547.33149803
Improper Conduct,1994,30.0,Thriller, English,15541000.0,38139010.0,22598010.0,29948933.16464238,73497372.20614035,43548439.04149798
The Day,2012,51.0,"Action,Drama,Horror,Science Fiction", English,136800000.0,851439386.0,714639386.0,170167321.4456824,1059116664.3931026,888949342.9474204
Dredd,2012,68.0,"Action,Science Fiction", English,45000000.0,41467606.0,-3532394.0,55976092.580816574,51582101.16801833,-4393991.4127982445
The Little Mermaid Live!,2019,71.0,Music, English,48300000.0,354965688.6,306665688.6,53956036.79930532,396532955.6230301,342576918.8237248
The Swan Princess,2004,66.0,"Family,Animation,Fantasy,Adventure,Comedy", English,20000000.0,9771658.0,-10228342.0,30237691.900476445,14773619.198041292,-15464072.702435153
Escape Room,2017,49.0,"Horror,Thriller,Fantasy", English,9000000.0,155615727.0,146615727.0,10486108.84464752,181311494.58455044,170825385.7399029
Ride Along 2,2016,62.0,"Action,Comedy", English,40000000.0,124827316.0,84827316.0,47597778.39813005,148537573.12503386,100939794.7269038
Ninja,2009,60.0,"Action,Crime,Drama,Thriller", English,10000000.0,194243.0,-9805757.0,13312155.945128348,258579.31072495657,-13053576.63440339
Eastern Promises,2007,74.0,"Thriller,Crime,Mystery", English,50000000.0,56077088.0,6077088.0,68870513.45120622,77241156.8681695,8370643.416963277
The Last of the Mohicans,1993,74.0,"Action,Adventure,Drama,History,Romance,War", English,40000000.0,75505856.0,35505856.0,79057439.44636679,149232490.96415228,70175051.51778547
Diary of a Wimpy Kid: Rodrick Rules,2011,66.0,"Family,Comedy", English,18000000.0,73695194.0,55695194.0,22853795.91800444,93567495.76743029,70713699.84942585
Superman/Batman: Public Enemies,2009,70.0,"Science Fiction,Animation,Action,Adventure,Family", English,96600000.0,408896200.6,312296200.6,128595426.42993984,544328998.7757684,415733572.34582853
Eragon,2006,51.0,"Fantasy,Action,Adventure,Family", English,100000000.0,249488115.0,149488115.0,141664186.50793654,353435308.5487352,211771122.04079863
Monster High: Fright On!,2011,63.0,"Family,Animation,Fantasy", English,102200000.0,553259177.0,451059177.0,129758774.6011141,702448462.2733941,572689687.6722801
Van Wilder: Freshman Year,2009,54.0,Comedy, English,6000000.0,20543.0,-5979457.0,7987293.567077009,27347.161958077166,-7959946.405118931
Seven Pounds,2009,76.0,Drama, English,54000000.0,166617328.0,112617328.0,71885642.10369308,221803585.34965998,149917943.2459669
Vanilla Sky,2001,68.0,"Mystery,Science Fiction,Drama,Romance,Fantasy,Thriller", English,70000000.0,202726605.0,132726605.0,112883399.20948619,326920975.4656974,214037576.25621122
The American,2010,59.0,"Crime,Drama,Thriller", English,20000000.0,67950723.0,47950723.0,26194647.246578865,88997260.95674965,62802613.71017079
