Name,Year,Score,Genre,Language,Budget,Revenue,Profit,Budget_2024,Revenue_2024,Profit_2024
Puss in Book: Trapped in an Epic Tale,2017,66.0,"Family,Fantasy,Animation,Comedy,Adventure", English,111000000.0,347509904.0,236509904.0,129328675.75065275,404891853.10411227,275563177.35345954
That's My Boy,2012,58.0,"Comedy,Drama", English,70000000.0,58058367.0,-11941633.0,87073921.79238135,72219567.25073391,-14854354.54164743
The Imitation Game,2014,80.0,"History,Drama,Thriller,War", English,15000000.0,227328585.0,212328585.0,18095790.247364156,274246026.0926729,256150235.84530875
Paranormal Activity,2009,60.0,"Horror,Mystery", English,450000.0,194183034.0,193733034.0,599047.0175307756,258499483.050616,257900436.03308523
Sexo,2001,52.0,Comedy, English,77140000.0,202866374.4,125726374.4,124397505.92885377,327146370.393947,202748864.4650932
The Nativity Story,2006,70.0,"Drama,History", English,35000000.0,46309644.0,11309644.0,49582465.27777778,65604180.44732144,16021715.169543654
Independence Day: Resurgence,2016,53.0,"Action,Adventure,Science Fiction", English,165000000.0,384169424.0,219169424.0,196340835.89228648,457140277.77223164,260799441.87994516
Zack and Miri Make a Porno,2009,63.0,Comedy, English,24000000.0,36856306.0,12856306.0,31949174.268308036,49063689.30333696,17114515.035028923
Tinker Bell,2008,68.0,"Animation,Family,Adventure,Fantasy", English,48000000.0,214714340.0,166714340.0,63671012.480086215,284814154.6206974,221143142.14061117
28 Days Later,2002,72.0,"Horror,Thriller,Science Fiction", English,5000000.0,85720385.0,80720385.0,7937604.224569206,136082898.02153975,128145293.79697055
Steven Universe: The Movie,2019,83.0,"TV Movie,Animation,Science Fiction,Action,Adventure,Comedy,Drama,Fantasy,Music", English,149200000.0,1180869057.8,1031669057.8,166671649.90592864,1319151435.5655859,1152479785.6596572
Kubo and the Two Strings,2016,76.0,"Animation,Adventure,Family", English,55000000.0,77548122.0,22548122.0,65446945.297428824,92277958.15367885,26831012.856250025
Once Upon a Time… in Hollywood,2019,74.0,"Comedy,Drama,Thriller", English,95000000.0,374251247.0,279251247.0,106124710.06074545,418076895.5552361,311952185.4944907
The Fault in Our Stars,2014,76.0,"Romance,Drama", English,12000000.0,307166834.0,295166834.0,14476632.197891325,370561773.26739496,356085141.06950366
Moses,1995,68.0,Drama, English,56600000.0,583921229.0,527321229.0,106067434.3832021,1094258421.235269,988190986.852067
Jack the Giant Slayer,2013,58.0,"Fantasy,Action,Adventure,Family", English,195000000.0,197687603.0,2687603.0,239061393.30434373,242356275.95987675,3294882.6555329957
Paul,2011,67.0,"Adventure,Comedy,Science Fiction", English,40000000.0,101162106.0,61162106.0,50786213.151120976,128441006.95330735,77654793.80218637
Bad Boys II,2003,66.0,"Adventure,Action,Comedy,Thriller,Crime", English,130000000.0,273271982.0,143271982.0,201779076.08695653,424158215.7570109,222379139.67005438
R.I.P.D.,2013,58.0,"Fantasy,Action,Comedy,Crime", English,130000000.0,79076678.0,-50923322.0,159374262.20289582,96944517.02850741,-62429745.174388416
Brother Bear 2,2006,67.0,"Adventure,Animation,Family", English,143000000.0,417354495.6,274354495.6,202579786.70634922,591241851.0460418,388662064.33969253
Knock Knock,2015,53.0,"Drama,Thriller,Horror", English,2000000.0,6328516.0,4328516.0,2409911.525333626,7625581.823329129,5215670.297995503
Rocky Balboa,2007,68.0,Drama, English,24000000.0,156229050.0,132229050.0,33057846.456578985,215191497.78988338,182133651.33330438
The Little Mermaid,2018,50.0,"Family,Adventure,Fantasy,Romance,Drama", English,161600000.0,704464322.4,542864322.4,183794764.7815473,801218158.6169561,617423393.8354088
The Cabin in the Woods,2012,66.0,"Horror,Fantasy", English,30000000.0,70683134.0,40683134.0,37317395.05387772,87923681.17080587,50606286.116928145
Dawn of the Dead,2004,70.0,"Horror,Action", English,28000000.0,103452875.0,75452875.0,42332768.660667025,156408808.0234251,114076039.36275809
Hunter Killer,2018,68.0,"Action,Thriller", English,40000000.0,29312121.0,-10687879.0,45493753.65879884,33337960.29977261,-12155793.359026233
American Pie Presents: Band Camp,2005,55.0,Comedy, English,10000000.0,75759759.8,65759759.8,14623399.897593448,110786526.37010242,96163126.47250897
Casino Royale,2006,75.0,"Adventure,Action,Thriller", English,102000000.0,594420216.0,492420216.0,144497470.23809525,842080563.4351192,697583093.1970239
Alvin and the Chipmunks,2008,58.0,"Comedy,Family,Fantasy,Animation", English,55000000.0,362605033.0,307605033.0,72956368.46676545,480988116.28093904,408031747.8141736
Chronicle,2012,68.0,"Science Fiction,Drama,Thriller", English,12000000.0,123681790.0,111681790.0,14926958.021551087,153849407.28002477,138922449.25847366
Descendants 2,2017,74.0,"Family,Music,Fantasy,TV Movie,Adventure,Action,Romance", English,131400000.0,605380479.2,473980479.2000001,153097189.1318538,705342844.1462305,552245655.0143768
The BFG,2016,62.0,"Adventure,Family,Fantasy", English,140000000.0,199646680.0,59646680.0,166592224.3934552,237568460.8140596,70976236.4206044
Ocean's Eleven,2002,74.0,"Thriller,Crime", English,85000000.0,450728529.0,365728529.0,134939271.81767648,715540935.1848527,580601663.3671763
What Dreams May Come,1998,72.0,"Drama,Fantasy,Romance", English,80000000.0,71485043.0,-8514957.0,140169325.15337425,125250127.94837424,-14919197.205000002
Let's Be Cops,2014,65.0,Comedy, English,17000000.0,136621271.0,119621271.0,20508562.280346043,164817990.88961968,144309428.60927364
District 9,2009,74.0,Science Fiction, English,30000000.0,212453431.0,182453431.0,39936467.83538505,282821320.45495653,242884852.61957148
Ballerina,2017,72.0,"Animation,Adventure,Comedy,Family", English,30000000.0,96589789.0,66589789.0,34953696.148825064,112539004.52617086,77585308.37734579
Kick-Ass,2010,71.0,"Action,Crime", English,28000000.0,97531134.0,69531134.0,36672506.14521041,127739682.53444071,91067176.3892303
Life of Pi,2013,74.0,"Adventure,Drama", English,120000000.0,619310368.0,499310368.0,147114703.57190385,759247176.7277224,612132473.1558185
Dead Silence,2007,64.0,Horror, English,20000000.0,20614661.0,614661.0,27548205.380482487,28394845.753851123,846640.3733686373
Wild Card,2015,56.0,"Thriller,Crime,Action", English,30000000.0,4315789.0,-25684211.0,36148672.88000439,5200334.826004042,-30948338.054000348
Fifty Shades of Black,2016,49.0,"Romance,Comedy", English,5000000.0,22113075.0,17113075.0,5949722.2997662565,26313331.088780746,20363608.78901449
Midsommar,2019,72.0,"Horror,Drama,Mystery", English,9000000.0,46754020.0,37754020.0,10053919.900491673,52229019.122887306,42175099.22239563
The Da Vinci Code,2006,67.0,"Thriller,Mystery", English,125000000.0,767820459.0,642820459.0,177080233.13492066,1087726607.0838544,910646373.9489337
Captain America: The Winter Soldier,2014,77.0,"Action,Adventure,Science Fiction", English,170000000.0,714401889.0,544401889.0,205085622.80346042,861844449.0443153,656758826.2408549
It Follows,2015,66.0,"Horror,Mystery", English,2000000.0,23236296.0,21236296.0,2409911.525333626,27998708.768231817,25588797.242898192
The Legend of Tarzan,2016,59.0,"Fantasy,Action,Adventure", English,180000000.0,348902025.0,168902025.0,214190002.79158524,415174031.7152208,200984028.92363557
Planet of the Apes,2001,57.0,"Thriller,Science Fiction,Action,Adventure", English,100000000.0,362211740.0,262211740.0,161261998.87069455,584109892.068323,422847893.1976285
X-Rated: The Greatest Adult Movies of All Time,2015,63.0,Documentary, English,90000000.0,433079565.6,343079565.6,108446018.64001317,521841718.26296014,413395699.6229469
"South Park: Bigger, Longer & Uncut",1999,72.0,"Animation,Comedy", English,21000000.0,52037603.0,31037603.0,35999369.74789917,89205757.67578033,53206387.92788116
Tom and Jerry: The Fast and the Furry,2005,69.0,"Family,Animation,Comedy,Action,Adventure", English,123440000.0,705791389.6,582351389.6,180511248.3358935,1032106973.4398978,851595725.1040043
Avatar: Scene Deconstruction,2009,71.0,Documentary, English,90100000.0,414551647.4,324451647.4,119942525.06560642,551857617.749866,431915092.6842596
The Curious Case of Benjamin Button,2008,76.0,"Drama,Fantasy,Romance", English,160000000.0,329631958.0,169631958.0,212236708.26695403,437250010.6594428,225013302.39248875
Léon: The Professional,1995,83.0,"Crime,Drama,Action", English,16000000.0,45284974.0,29284974.0,29983727.034120735,84863268.69770342,54879541.66358268
Cloudy with a Chance of Meatballs,2009,66.0,"Animation,Comedy,Family", English,100000000.0,236827677.0,136827677.0,133121559.45128348,315268696.8346486,182147137.38336512
"As Above, So Below",2014,67.0,"Horror,Thriller", English,5000000.0,41824066.0,36824066.0,6031930.082454719,50455968.37519432,44424038.2927396
Fantastic Beasts: The Crimes of Grindelwald,2018,69.0,"Fantasy,Adventure,Family", English,200000000.0,648455339.0,448455339.0,227468768.29399422,737516686.2799723,510047917.9859781
Focus,2015,69.0,"Romance,Comedy,Crime,Drama", English,65000000.0,168065700.0,103065700.0,78322124.57334284,202511733.7216318,124189609.14828895
Barbie Mariposa,2008,67.0,"Animation,Fantasy,Family", English,123000000.0,544213599.8,421213599.7999999,163156969.4802209,721888143.8478842,558731174.3676631
Monster House,2006,67.0,"Animation,Comedy,Family,Fantasy", English,75000000.0,141267370.0,66267370.0,106248139.8809524,200125270.5116568,93877130.63070437
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,60.0,"Action,Adventure,Comedy,Family,Science Fiction", English,135000000.0,245328374.0,110328374.0,160642502.09368894,291927139.51063925,131284637.41695035
The Green Inferno,2013,57.0,"Horror,Thriller,Adventure", English,1000000.0,12931420.0,11931420.0,1225955.8630991988,15853350.16719824,14627394.304099042
The Angry Birds Movie,2016,62.0,"Animation,Adventure,Comedy", English,73000000.0,352288341.0,279288341.0,86865945.57658735,419203559.67907184,332337614.1024845
I Spit on Your Grave III: Vengeance is Mine,2015,58.0,"Horror,Thriller", English,3970000.0,144420.0,-3825580.0,4783674.377787247,174019.71124434113,-4609654.666542906
Cloudy with a Chance of Meatballs 2,2013,64.0,"Animation,Family,Comedy", English,78000000.0,274392649.0,196392649.0,95624557.3217375,336393276.8328705,240768719.511133
